clade	model_id	species	assembly_accession
Alveolata	sd2zcj7u	Babesia bigemina	GCF_000981445.1
Alveolata	sd2zcj7u	Babesia bovis	GCF_000165395.2
Alveolata	sd2zcj7u	Babesia caballi	GCA_053477425.1
Alveolata	sd2zcj7u	Babesia canis	GCA_045269395.1
Alveolata	sd2zcj7u	Babesia duncani	GCF_028658345.1
Alveolata	sd2zcj7u	Babesia gibsoni	GCA_035575875.1
Alveolata	sd2zcj7u	Babesia microti	GCF_000691945.2
Alveolata	sd2zcj7u	Besnoitia besnoiti	GCF_002563875.1
Alveolata	sd2zcj7u	Breviolum minutum	GCA_965643015.1
Alveolata	sd2zcj7u	Cryptosporidium hominis	GCA_045269125.1
Alveolata	sd2zcj7u	Cryptosporidium meleagridis	GCA_039657295.1
Alveolata	sd2zcj7u	Cryptosporidium parvum	GCF_000165345.1
Alveolata	sd2zcj7u	Cryptosporidium sp 43IA8	GCA_031892065.1
Alveolata	sd2zcj7u	Effrenium voratum	GCA_975362855.1
Alveolata	sd2zcj7u	Eimeria acervulina	GCA_981118555.1
Alveolata	sd2zcj7u	Eimeria maxima	GCA_977970315.1
Alveolata	sd2zcj7u	Eimeria praecox	GCA_963920595.1
Alveolata	sd2zcj7u	Eimeria tenella	GCA_030644485.1
Alveolata	sd2zcj7u	Freudenthalidium endolithicum	GCA_979612505.1
Alveolata	sd2zcj7u	Neospora caninum	GCF_000208865.1
Alveolata	sd2zcj7u	Symbiodinium microadriaticum	GCA_977109205.1
Alveolata	sd2zcj7u	Symbiodinium pilosum	GCA_964212085.1
Alveolata	sd2zcj7u	Symbiodinium tridacnidarum	GCA_965279495.1
Alveolata	sd2zcj7u	Tetrahymena utriculariae	GCA_052426195.1
Alveolata	sd2zcj7u	Theileria annulata	GCF_000003225.4
Alveolata	sd2zcj7u	Theileria equi	GCF_000342415.1
Alveolata	sd2zcj7u	Theileria haneyi	GCA_050329265.1
Alveolata	sd2zcj7u	Theileria orientalis	GCF_000740895.1
Alveolata	sd2zcj7u	Theileria parva	GCF_000165365.1
Alveolata	sd2zcj7u	Toxoplasma gondii	GCF_000006565.2
Amoebozoa	ezhpj2qm	Acanthamoeba castellanii	GCF_000313135.1
Amoebozoa	ezhpj2qm	Acanthamoeba sp GP39 C1	GCA_978143355.1
Amoebozoa	ezhpj2qm	Acytostelium subglobosum	GCF_000787575.1
Amoebozoa	ezhpj2qm	Balamuthia mandrillaris	GCA_001262475.1
Amoebozoa	ezhpj2qm	Cavenderia fasciculata	GCF_000203815.1
Amoebozoa	ezhpj2qm	Cochliopodium minus	GCA_024220525.1
Amoebozoa	ezhpj2qm	Heterostelium album	GCF_000004825.1
Amoebozoa	ezhpj2qm	Heterostelium pallidum	GCA_054501735.1
Amoebozoa	ezhpj2qm	Mastigamoeba balamuthi	GCA_902651635.1
Amoebozoa	ezhpj2qm	Paramoeba atlantica	GCA_977017615.1
Amoebozoa	ezhpj2qm	Paramoeba pemaquidensis	GCA_002151225.1
Amoebozoa	ezhpj2qm	Pelomyxa schiedti	GCA_020536535.1
Amoebozoa	ezhpj2qm	Protostelium mycophagum	GCA_002081555.1
Amoebozoa	ezhpj2qm	Speleostelium caveatum	GCA_003667305.1
Amoebozoa	ezhpj2qm	Vermamoeba vermiformis	GCA_020696425.1
Arthropoda	ihe1jk30	Abia candens	GCA_964212075.1
Arthropoda	ihe1jk30	Acartia tonsa	GCF_053477335.1
Arthropoda	ihe1jk30	Acrocera orbiculus	GCA_947359355.1
Arthropoda	ihe1jk30	Adelges abietis	GCA_054130805.1
Arthropoda	ihe1jk30	Aegaeobuthus cyprius	GCA_978021275.1
Arthropoda	ihe1jk30	Aeshna juncea	GCA_977065675.1
Arthropoda	ihe1jk30	Agapetus fuscipes	GCA_951799405.1
Arthropoda	ihe1jk30	Agaricogonopus acrotrifoliolatus	GCA_052040765.1
Arthropoda	ihe1jk30	Agelena orientalis	GCA_978045235.1
Arthropoda	ihe1jk30	Agrilus biguttatus	GCA_963921985.1
Arthropoda	ihe1jk30	Allygus modestus	GCA_963675035.1
Arthropoda	ihe1jk30	Amaurobius ferox	GCA_951213105.1
Arthropoda	ihe1jk30	Amblyomma americanum	GCF_052857255.1
Arthropoda	ihe1jk30	Amphibalanus improvisus	GCA_964274985.1
Arthropoda	ihe1jk30	Amphitetranychus viennensis	GCA_050437165.1
Arthropoda	ihe1jk30	Anilocra frontalis	GCA_964640705.1
Arthropoda	ihe1jk30	Anoplius nigerrimus	GCA_914767735.1
Arthropoda	ihe1jk30	Anthrax anthrax	GCA_963971155.1
Arthropoda	ihe1jk30	Aphonopelma marxi	GCA_054742115.1
Arthropoda	ihe1jk30	Aphrophora alni	GCA_963513935.1
Arthropoda	ihe1jk30	Araneus quadratus	GCA_977964365.1
Arthropoda	ihe1jk30	Archilestes grandis	GCA_977012885.1
Arthropoda	ihe1jk30	Arge ochropus	GCA_965113185.1
Arthropoda	ihe1jk30	Arrhopalites brevicornis	GCA_046718785.1
Arthropoda	ihe1jk30	Artema nephilit	GCA_977118365.1
Arthropoda	ihe1jk30	Artemia franciscana	GCF_032884065.1
Arthropoda	ihe1jk30	Asellus aquaticus	GCA_964212115.1
Arthropoda	ihe1jk30	Athalia rosae	GCF_917208135.1
Arthropoda	ihe1jk30	Atypus sp ZY 2024a	GCA_054135865.1
Arthropoda	ihe1jk30	Bacillus rossius	GCF_032445375.1
Arthropoda	ihe1jk30	Bactericera cockerelli	GCA_024516035.1
Arthropoda	ihe1jk30	Baryscapus dioryctriae	GCA_040869075.1
Arthropoda	ihe1jk30	Bemisia tabaci	GCF_918797505.1
Arthropoda	ihe1jk30	Beris chalybata	GCA_949128065.1
Arthropoda	ihe1jk30	Bibio marci	GCA_910594885.2
Arthropoda	ihe1jk30	Blomia tropicalis	GCA_029204025.1
Arthropoda	ihe1jk30	Boreus westwoodi	GCA_981954615.1
Arthropoda	ihe1jk30	Brachydesmus stygivagus	GCA_981598925.1
Arthropoda	ihe1jk30	Brachyptera risi	GCA_964007535.1
Arthropoda	ihe1jk30	Bradysia coprophila	GCF_014529535.2
Arthropoda	ihe1jk30	Callosobruchus maculatus	GCA_040182625.1
Arthropoda	ihe1jk30	Cancer borealis	GCA_041682235.1
Arthropoda	ihe1jk30	Capitulum mitella	GCA_030062745.1
Arthropoda	ihe1jk30	Carcinoscorpius rotundicauda	GCA_011833715.1
Arthropoda	ihe1jk30	Carpoglyphus lactis	GCA_051106175.1
Arthropoda	ihe1jk30	Catops nigricans	GCA_965642125.1
Arthropoda	ihe1jk30	Cephus spinipes	GCA_963971525.1
Arthropoda	ihe1jk30	Ceratophysella communis	GCA_046718835.1
Arthropoda	ihe1jk30	Chelidurella thaleri	GCA_965178615.1
Arthropoda	ihe1jk30	Cherax quadricarinatus	GCF_038502225.1
Arthropoda	ihe1jk30	Cheumatopsyche charites	GCA_024721215.1
Arthropoda	ihe1jk30	Chironomus kiiensis	GCA_050306575.1
Arthropoda	ihe1jk30	Chrysopilus asiliformis	GCA_964034945.1
Arthropoda	ihe1jk30	Cloeon dipterum	GCF_949628265.1
Arthropoda	ihe1jk30	Clogmia albipunctata	GCA_965637365.1
Arthropoda	ihe1jk30	Clubiona pallidula	GCA_977902005.1
Arthropoda	ihe1jk30	Coelostoma orbiculare	GCA_979606585.1
Arthropoda	ihe1jk30	Conwentzia psociformis	GCA_976988905.1
Arthropoda	ihe1jk30	Cordylochernes scorpioides	GCA_030710605.1
Arthropoda	ihe1jk30	Cosmoglyphus oudemansi	GCA_050580425.1
Arthropoda	ihe1jk30	Cryptophagus acutangulus	GCA_963556235.1
Arthropoda	ihe1jk30	Culex modestus	GCA_964213205.1
Arthropoda	ihe1jk30	Culicoides sonorensis	GCA_047716325.1
Arthropoda	ihe1jk30	Cyamophila willieti	GCA_041222665.1
Arthropoda	ihe1jk30	Cylindroiulus punctatus	GCA_965125795.1
Arthropoda	ihe1jk30	Cyphoderus albinus	GCA_965194875.1
Arthropoda	ihe1jk30	Daphnia pulex	GCF_021134715.1
Arthropoda	ihe1jk30	Dascillus cervinus	GCA_949768715.1
Arthropoda	ihe1jk30	Dermacentor andersoni	GCF_023375885.2
Arthropoda	ihe1jk30	Dermatophagoides farinae	GCF_024713945.1
Arthropoda	ihe1jk30	Dicyrtomina minuta	GCA_949802685.1
Arthropoda	ihe1jk30	Dinocras cephalotes	GCA_965637155.1
Arthropoda	ihe1jk30	Diogenes curvimanus	GCA_977968305.1
Arthropoda	ihe1jk30	Diplazon laetatorius	GCA_963662125.1
Arthropoda	ihe1jk30	Dryococelus australis	GCA_029891345.1
Arthropoda	ihe1jk30	Ecdyonurus torrentis	GCA_949318235.1
Arthropoda	ihe1jk30	Elmis aenea	GCA_947652605.1
Arthropoda	ihe1jk30	Embia tyrrhenica	GCA_965644375.1
Arthropoda	ihe1jk30	Endeis spinosa	GCA_977071025.1
Arthropoda	ihe1jk30	Ephemera vulgata	GCA_977061575.1
Arthropoda	ihe1jk30	Eriocrania semipurpurella	GCA_045547075.1
Arthropoda	ihe1jk30	Eriophyidae sp	GCA_045522265.1
Arthropoda	ihe1jk30	Euscorpius feti	GCA_974489025.1
Arthropoda	ihe1jk30	Folsomia candida	GCA_052721305.1
Arthropoda	ihe1jk30	Gasteruption jaculator	GCA_949825005.1
Arthropoda	ihe1jk30	Geotrupes spiniger	GCA_959613385.1
Arthropoda	ihe1jk30	Gluvia dorsalis	GCA_964187665.1
Arthropoda	ihe1jk30	Glyphotaelius pellucidus	GCA_936435175.1
Arthropoda	ihe1jk30	Haemaphysalis longicornis	GCA_055474425.1
Arthropoda	ihe1jk30	Harpalus anxius	GCA_965601895.1
Arthropoda	ihe1jk30	Hetaerina titia	GCA_037158775.1
Arthropoda	ihe1jk30	Himalopsyche anomala	GCA_031772345.1
Arthropoda	ihe1jk30	Hololepta plana	GCA_963695495.2
Arthropoda	ihe1jk30	Hyalomma asiaticum	GCA_013339685.2
Arthropoda	ihe1jk30	Ips sexdentatus	GCA_976954535.1
Arthropoda	ihe1jk30	Ischnura senegalensis	GCA_964251815.1
Arthropoda	ihe1jk30	Isoperla grammatica	GCA_945910005.1
Arthropoda	ihe1jk30	Ixodes scapularis	GCA_031841145.2
Arthropoda	ihe1jk30	Lepas anatifera	GCA_977969705.1
Arthropoda	ihe1jk30	Lepisma saccharinum	GCA_977018435.1
Arthropoda	ihe1jk30	Leptocerus tineiformis	GCA_978019925.1
Arthropoda	ihe1jk30	Leptopilina syphax	GCA_032872505.1
Arthropoda	ihe1jk30	Leuctra nigra	GCA_934045905.1
Arthropoda	ihe1jk30	Limonia nubeculosa	GCA_977930355.1
Arthropoda	ihe1jk30	Linepithema humile	GCF_040581485.1
Arthropoda	ihe1jk30	Liopterus haemorrhoidalis	GCA_963971575.1
Arthropoda	ihe1jk30	Liposcelis bostrychophila	GCA_037577465.1
Arthropoda	ihe1jk30	Lithobius stygius	GCA_976940485.1
Arthropoda	ihe1jk30	Loboptera decipiens	GCA_964662295.2
Arthropoda	ihe1jk30	Locusta migratoria	GCA_026315105.1
Arthropoda	ihe1jk30	Loensia variegata	GCA_964261705.1
Arthropoda	ihe1jk30	Luthela sp 2 MW 2023a	GCA_054135875.1
Arthropoda	ihe1jk30	Machimus atricapillus	GCA_933228815.1
Arthropoda	ihe1jk30	Macrosiphum cholodkovskyi	GCA_978019455.1
Arthropoda	ihe1jk30	Macrothele cretica	GCA_964417605.2
Arthropoda	ihe1jk30	Magicicada septendecula	GCA_034769895.1
Arthropoda	ihe1jk30	Mastigoproctus giganteus	GCA_048544385.1
Arthropoda	ihe1jk30	Mesaphorura yosii	GCA_046563535.1
Arthropoda	ihe1jk30	Mesopsocus fuscifrons	GCA_950004255.1
Arthropoda	ihe1jk30	Microctonus brassicae	GCA_918226075.1
Arthropoda	ihe1jk30	Micropterix aruncella	GCA_944548615.1
Arthropoda	ihe1jk30	Microrhagus pygmaeus	GCA_965643785.1
Arthropoda	ihe1jk30	Mongoloraphidia duomilia	GCA_039654895.1
Arthropoda	ihe1jk30	Morinoia aosen	GCA_030386875.1
Arthropoda	ihe1jk30	Myrmecophilus myrmecophilus	GCA_046865745.1
Arthropoda	ihe1jk30	Nanogona polydesmoides	GCA_965153395.1
Arthropoda	ihe1jk30	Nematus trochanteratus	GCA_055731545.1
Arthropoda	ihe1jk30	Nemophora metallica	GCA_964261965.1
Arthropoda	ihe1jk30	Nemoura dubitans	GCA_921293005.1
Arthropoda	ihe1jk30	Neodiprion lecontei	GCF_021901455.1
Arthropoda	ihe1jk30	Neoneuromus ignobilis	GCA_029203775.1
Arthropoda	ihe1jk30	Odiellus spinosus	GCA_963920705.1
Arthropoda	ihe1jk30	Opilo mollis	GCA_964338635.1
Arthropoda	ihe1jk30	Oratosquilla oratoria	GCF_046742065.1
Arthropoda	ihe1jk30	Orchesella villosa	GCA_966392285.1
Arthropoda	ihe1jk30	Ornithodoros turicata	GCF_037126465.1
Arthropoda	ihe1jk30	Orthonychiurus folsomi	GCA_046579375.1
Arthropoda	ihe1jk30	Osmylus fulvicephalus	GCA_977109365.1
Arthropoda	ihe1jk30	Palaemon carinicauda	GCF_036898095.1
Arthropoda	ihe1jk30	Pandarus bicolor	GCA_965642555.1
Arthropoda	ihe1jk30	Panorpa germanica	GCA_963678705.1
Arthropoda	ihe1jk30	Pardosa pseudoannulata	GCA_032207245.1
Arthropoda	ihe1jk30	Penaeus vannamei	GCF_042767895.1
Arthropoda	ihe1jk30	Periplaneta americana	GCF_040183065.1
Arthropoda	ihe1jk30	Philodromus cespitum	GCA_965612325.1
Arthropoda	ihe1jk30	Phortica okadai	GCA_034638295.1
Arthropoda	ihe1jk30	Phytoseiulus persimilis	GCA_047456425.1
Arthropoda	ihe1jk30	Platycleis affinis	GCA_980899315.1
Arthropoda	ihe1jk30	Platygaster robiniae	GCA_028476575.1
Arthropoda	ihe1jk30	Prionocyphon serricornis	GCA_965648515.1
Arthropoda	ihe1jk30	Prochoreutis sehestediana	GCA_977065725.1
Arthropoda	ihe1jk30	Pseudococcus jackbeardsleyi	GCA_038380155.1
Arthropoda	ihe1jk30	Pteronarcys californica	GCA_043644785.1
Arthropoda	ihe1jk30	Ptychoptera contaminata	GCA_963942525.1
Arthropoda	ihe1jk30	Pycnogonum litorale	GCA_964442445.1
Arthropoda	ihe1jk30	Pyemotes zhonghuajia	GCA_025170145.1
Arthropoda	ihe1jk30	Rhyzopertha dominica	GCA_054553145.1
Arthropoda	ihe1jk30	Sacculina carcini	GCA_916048095.2
Arthropoda	ihe1jk30	Salticus scenicus	GCA_963930645.1
Arthropoda	ihe1jk30	Sarcoptes scabiei	GCA_020844145.1
Arthropoda	ihe1jk30	Scenopinus jerei	GCA_965641765.1
Arthropoda	ihe1jk30	Schizodactylus jimo	GCA_053542775.1
Arthropoda	ihe1jk30	Sciapus platypterus	GCA_964204755.1
Arthropoda	ihe1jk30	Sclerodermus sp alternatusi	GCA_037305995.1
Arthropoda	ihe1jk30	Scolopendra cretica	GCA_966189295.1
Arthropoda	ihe1jk30	Scotophaeus blackwalli	GCA_981259235.1
Arthropoda	ihe1jk30	Scyllarides latus	GCA_965641465.1
Arthropoda	ihe1jk30	Segestria senoculata	GCA_965642505.1
Arthropoda	ihe1jk30	Seladonia tumulorum	GCA_913789895.3
Arthropoda	ihe1jk30	Sialis lutaria	GCA_949319165.1
Arthropoda	ihe1jk30	Sinella curviseta	GCA_004115045.4
Arthropoda	ihe1jk30	Sminthurus viridis	GCA_965194885.1
Arthropoda	ihe1jk30	Sogatella furcifera	GCA_017141385.1
Arthropoda	ihe1jk30	Stegodyphus lineatus	GCA_044657705.1
Arthropoda	ihe1jk30	Stenopsyche angustata	GCA_051167455.1
Arthropoda	ihe1jk30	Strigamia acuminata	GCA_949358305.1
Arthropoda	ihe1jk30	Stylops aterrimus	GCA_965240395.1
Arthropoda	ihe1jk30	Subcoccinella vigintiquattuorpunctata	GCA_965783985.1
Arthropoda	ihe1jk30	Sylvicola cinctus	GCA_963854165.1
Arthropoda	ihe1jk30	Syritta pipiens	GCA_905187475.1
Arthropoda	ihe1jk30	Tarphius canariensis	GCA_964277315.1
Arthropoda	ihe1jk30	Tenodera sinensis	GCA_030765045.1
Arthropoda	ihe1jk30	Tethysbaena scabra	GCA_964277195.1
Arthropoda	ihe1jk30	Tetrix japonica	GCA_048165185.1
Arthropoda	ihe1jk30	Thereva unica	GCA_949987705.1
Arthropoda	ihe1jk30	Thrips tabaci	GCA_040581495.1
Arthropoda	ihe1jk30	Timema poppense	GCA_044715735.1
Arthropoda	ihe1jk30	Tiphia minuta	GCA_971880485.1
Arthropoda	ihe1jk30	Tischeria ekebladella	GCA_965234195.1
Arthropoda	ihe1jk30	Tomocerus qinae	GCA_020055645.1
Arthropoda	ihe1jk30	Triatoma dimidiata	GCA_964198125.1
Arthropoda	ihe1jk30	Trichopria drosophilae	GCA_030407085.1
Arthropoda	ihe1jk30	Troglophilus ovuliformis	GCA_978019135.1
Arthropoda	ihe1jk30	Typhloglomeris coeca	GCA_981690545.1
Arthropoda	ihe1jk30	Uloborus diversus	GCF_026930045.1
Arthropoda	ihe1jk30	Vespula germanica	GCA_905340365.1
Arthropoda	ihe1jk30	Xiphydria camelus	GCA_963678675.1
Arthropoda	ihe1jk30	Xylophagus ater	GCA_963422695.1
Arthropoda	ihe1jk30	Xysticus acerbus	GCA_965642565.1
Arthropoda	ihe1jk30	Yuukianura sp NJ FZ 2021	GCA_046563655.1
Chlorophyta	faeijtmk	Asterochloris sp CNOR1	GCA_963969365.1
Chlorophyta	faeijtmk	Auxenochlorella pyrenoidosa	GCA_047663505.1
Chlorophyta	faeijtmk	Bathycoccus prasinos	GCF_002220235.1
Chlorophyta	faeijtmk	Chlorella sorokiniana	GCA_025917655.1
Chlorophyta	faeijtmk	Chloropicon mariensis	GCA_977109245.1
Chlorophyta	faeijtmk	Choricystis sp odSpoLacu1	GCA_958009055.1
Chlorophyta	faeijtmk	Coccomyxa sp Obi	GCA_020887355.1
Chlorophyta	faeijtmk	Mantoniella sp RCC395	GCA_977861565.1
Chlorophyta	faeijtmk	Marvania coccoides	GCA_963854735.1
Chlorophyta	faeijtmk	Medakamo hakoo	GCA_026636295.1
Chlorophyta	faeijtmk	Micromonas commoda	GCF_000090985.2
Chlorophyta	faeijtmk	Nephroselmis sp RCC6846	GCA_977017525.1
Chlorophyta	faeijtmk	Ostreococcus tauri	GCF_000214015.3
Chlorophyta	faeijtmk	Penicillus capitatus	GCA_965649825.1
Chlorophyta	faeijtmk	Picochlorum sp SENEW3	GCA_034226045.1
Chlorophyta	faeijtmk	Protoeuglena noctilucae	GCA_958009085.1
Chlorophyta	faeijtmk	Prototheca zopfii	GCA_048595725.1
Chlorophyta	faeijtmk	Pseudopediastrum boryanum	GCA_963556185.1
Chlorophyta	faeijtmk	Pseudoscourfieldia marina	GCA_049488355.1
Chlorophyta	faeijtmk	Pycnococcus provasolii	GCA_049487715.1
Chlorophyta	faeijtmk	Pyramimonas sp RCC4209	GCA_979252865.1
Chlorophyta	faeijtmk	Scenedesmus sp PABB004	GCA_014905635.1
Chlorophyta	faeijtmk	Tetradesmus obliquus	GCA_030272155.1
Chlorophyta	faeijtmk	Tetraselmis sp RCC6047	GCA_980268085.1
Chlorophyta	faeijtmk	Trebouxia sp SL0000003	GCA_965154545.1
Chlorophyta	faeijtmk	Ulva prolifera	GCA_023078555.1
Cnidaria	b5vtieo0	Actinia mediterranea	GCA_965224875.2
Cnidaria	b5vtieo0	Agaricia agaricites	GCA_974392565.1
Cnidaria	b5vtieo0	Anemonia sulcata	GCA_965177965.1
Cnidaria	b5vtieo0	Anthopleura artemisia	GCA_964304775.1
Cnidaria	b5vtieo0	Anthopleura xanthogrammica	GCA_964019055.1
Cnidaria	b5vtieo0	Astrangia poculata	GCA_047906015.2
Cnidaria	b5vtieo0	Aulactinia verrucosa	GCA_965282975.1
Cnidaria	b5vtieo0	Aurelia coerulea	GCA_039566865.1
Cnidaria	b5vtieo0	Aurelia sp 3 sensu Dawson et al 2005	GCA_964020215.1
Cnidaria	b5vtieo0	Aurelia sp 4 Dawson et al 2005	GCA_964019985.1
Cnidaria	b5vtieo0	Blastomussa wellsi	GCA_947652115.1
Cnidaria	b5vtieo0	Calliactis parasitica	GCA_964340385.1
Cnidaria	b5vtieo0	Callogorgia gracilis	GCA_964204845.1
Cnidaria	b5vtieo0	Candelabrum cocksii	GCA_963930725.1
Cnidaria	b5vtieo0	Cassiopea ornata	GCA_964304725.1
Cnidaria	b5vtieo0	Cassiopea sp PORT0000214	GCA_964204825.1
Cnidaria	b5vtieo0	Cassiopea xamachana	GCA_964235115.1
Cnidaria	b5vtieo0	Catostylus mosaicus	GCA_964019065.1
Cnidaria	b5vtieo0	Cavernularia obesa	GCA_041682505.1
Cnidaria	b5vtieo0	Cladocora caespitosa	GCA_977000285.1
Cnidaria	b5vtieo0	Condylactis gigantea	GCA_964258915.1
Cnidaria	b5vtieo0	Corallium rubrum	GCA_964265095.1
Cnidaria	b5vtieo0	Corynactis viridis	GCA_979016875.1
Cnidaria	b5vtieo0	Cyphastrea salae	GCA_964194085.1
Cnidaria	b5vtieo0	Dendrogyra cylindrus	GCA_964187815.1
Cnidaria	b5vtieo0	Diadumene lineata	GCA_918843875.1
Cnidaria	b5vtieo0	Duncanopsammia axifuga	GCA_964258685.1
Cnidaria	b5vtieo0	Echinopora horrida	GCA_964199735.2
Cnidaria	b5vtieo0	Ectopleura larynx	GCA_978473255.1
Cnidaria	b5vtieo0	Eunicea knighti	GCA_965233905.1
Cnidaria	b5vtieo0	Eunicella cavolini	GCA_965177985.2
Cnidaria	b5vtieo0	Eunicella verrucosa	GCA_964289765.3
Cnidaria	b5vtieo0	Galaxea fascicularis	GCA_948470475.1
Cnidaria	b5vtieo0	Gorgonia ventalina	GCA_964194065.1
Cnidaria	b5vtieo0	Haliclystus octoradiatus	GCA_916610825.1
Cnidaria	b5vtieo0	Hemicorallium imperiale	GCA_045791825.1
Cnidaria	b5vtieo0	Hydractinia symbiolongicarpus	GCF_029227915.1
Cnidaria	b5vtieo0	Isopora palifera	GCA_964212065.1
Cnidaria	b5vtieo0	Kudoa neothunni	GCA_964304625.1
Cnidaria	b5vtieo0	Leptogorgia sarmentosa	GCA_964658295.1
Cnidaria	b5vtieo0	Madracis auretenra	GCA_964059495.1
Cnidaria	b5vtieo0	Madracis senaria	GCA_964656595.1
Cnidaria	b5vtieo0	Mastigias papua	GCA_964019165.1
Cnidaria	b5vtieo0	Meandrina meandrites	GCA_963693305.1
Cnidaria	b5vtieo0	Metridium senile	GCA_949775045.1
Cnidaria	b5vtieo0	Micromussa lordhowensis	GCA_964020085.1
Cnidaria	b5vtieo0	Millepora alcicornis	GCA_965112645.1
Cnidaria	b5vtieo0	Millepora complanata	GCA_964656905.1
Cnidaria	b5vtieo0	Millepora dichotoma	GCA_965112555.1
Cnidaria	b5vtieo0	Montipora capitata	GCA_949126865.1
Cnidaria	b5vtieo0	Montipora capricornis	GCF_036669925.1
Cnidaria	b5vtieo0	Montipora foliosa	GCF_036669935.1
Cnidaria	b5vtieo0	Montipora palawanensis	GCA_964330385.1
Cnidaria	b5vtieo0	Montipora sp UDUK0000274	GCA_964205245.1
Cnidaria	b5vtieo0	Muricea muricata	GCA_963855995.1
Cnidaria	b5vtieo0	Nanomia septata	GCA_048301705.1
Cnidaria	b5vtieo0	Nausithoe racemosa	GCA_965183845.1
Cnidaria	b5vtieo0	Nematostella vectensis	GCF_932526225.1
Cnidaria	b5vtieo0	Orbicella franksi	GCA_964199315.1
Cnidaria	b5vtieo0	Palythoa caribaeorum	GCA_965234985.1
Cnidaria	b5vtieo0	Paracondylactis sinensis	GCA_054491775.1
Cnidaria	b5vtieo0	Paranemonia cinerea	GCA_965243875.1
Cnidaria	b5vtieo0	Pelagia noctiluca	GCA_963924455.1
Cnidaria	b5vtieo0	Physalia physalis	GCA_041430235.2
Cnidaria	b5vtieo0	Plumapathes pennacea	GCA_964036295.1
Cnidaria	b5vtieo0	Pocillopora damicornis	GCA_964200805.1
Cnidaria	b5vtieo0	Pocillopora grandis	GCA_964027065.2
Cnidaria	b5vtieo0	Pocillopora verrucosa	GCF_036669915.1
Cnidaria	b5vtieo0	Pseudorhiza aurosa	GCA_964026355.1
Cnidaria	b5vtieo0	Pteroeides griseum	GCA_964659595.1
Cnidaria	b5vtieo0	Rhodactis osculifera	GCA_965240485.1
Cnidaria	b5vtieo0	Ricordea florida	GCA_949710005.1
Cnidaria	b5vtieo0	Scolanthus callimorphus	GCA_033964015.1
Cnidaria	b5vtieo0	Sertularella gayi	GCA_965641995.1
Cnidaria	b5vtieo0	Siderastrea radians	GCA_964017195.1
Cnidaria	b5vtieo0	Siderastrea siderea	GCA_964030785.1
Cnidaria	b5vtieo0	Stephanocoenia intersepta	GCA_965112835.1
Cnidaria	b5vtieo0	Stylophora pistillata	GCA_964205215.1
Cnidaria	b5vtieo0	Tubastraea coccinea	GCA_977035595.1
Cnidaria	b5vtieo0	Turbinaria reniformis	GCA_964204835.1
Cnidaria	b5vtieo0	Turritopsis rubra	GCA_039566895.2
Cnidaria	b5vtieo0	Veretillum cynomorium	GCA_965118255.1
Discoba	gcra9d9y	Angomonas deanei	GCA_903995115.1
Discoba	gcra9d9y	Crithidia fasciculata	GCA_000331325.2
Discoba	gcra9d9y	Crithidia sp LVH 60A	GCA_030078075.1
Discoba	gcra9d9y	Diplonema japonicum	GCA_964019335.1
Discoba	gcra9d9y	Endotrypanum monterogeii	GCA_000333855.2
Discoba	gcra9d9y	Euglena gracilis	GCA_039621445.1
Discoba	gcra9d9y	Eutreptiella sp Long Island Sound 2002	GCA_964036045.2
Discoba	gcra9d9y	Flectonema sp DT1601	GCA_964019425.1
Discoba	gcra9d9y	Lotmaria passim	GCA_037349495.1
Discoba	gcra9d9y	Naegleria fowleri	GCA_027563055.1
Discoba	gcra9d9y	Naegleria lovaniensis	GCA_027562995.1
Discoba	gcra9d9y	Porcisia hertigi	GCF_017918235.1
Discoba	gcra9d9y	Rhynchopus euleeides	GCA_963210315.1
Discoba	gcra9d9y	Rhynchopus humris	GCA_964374155.1
Discoba	gcra9d9y	Rhynchopus sp YZ270 cl 10	GCA_964035575.1
Discoba	gcra9d9y	Tetramitus jugosus	GCA_937625935.1
Discoba	gcra9d9y	Trypanosoma brucei	GCF_000002445.2
Discoba	gcra9d9y	Trypanosoma cruzi	GCA_051170875.1
Discoba	gcra9d9y	Trypanosoma evansi	GCA_917563935.1
Discoba	gcra9d9y	Trypanosoma larimichthysi	GCA_054345675.1
Echinodermata	sx9zjl7p	Acanthaster planci	GCA_054643075.1
Echinodermata	sx9zjl7p	Acrocnida brachiata	GCA_973358045.1
Echinodermata	sx9zjl7p	Actinopyga flammea	GCA_978019465.1
Echinodermata	sx9zjl7p	Amphiura filiformis	GCF_039555335.1
Echinodermata	sx9zjl7p	Anseropoda placenta	GCA_965124015.1
Echinodermata	sx9zjl7p	Antedon bifida	GCF_963402885.1
Echinodermata	sx9zjl7p	Antedon mediterranea	GCF_964355755.1
Echinodermata	sx9zjl7p	Arbacia lixula	GCA_963669155.1
Echinodermata	sx9zjl7p	Asterina gibbosa Pennant 1777	GCA_965641785.1
Echinodermata	sx9zjl7p	Asterina phylactica	GCA_964213155.1
Echinodermata	sx9zjl7p	Astropecten irregularis	GCA_963971285.1
Echinodermata	sx9zjl7p	Astrospartus mediterraneus	GCA_964277075.1
Echinodermata	sx9zjl7p	Cenometra bella	GCA_051362135.1
Echinodermata	sx9zjl7p	Cercodemas anceps	GCA_051549935.1
Echinodermata	sx9zjl7p	Diadema setosum	GCF_964275005.1
Echinodermata	sx9zjl7p	Echinaster sepositus	GCA_964619385.1
